gene_name,uniprot_entry,seq_length,saps_propensity,pdps_propensity,mix_ps_propensity,saps_psregion_length,pdps_psregion_length,mix_psregion_length
TAF11L11,TFKLK_HUMAN,198,0.24717052,0.6231365,0.6440136,0,45,64
SSU72L1,S72L1_HUMAN,194,0.003314436,0.008088855,0.06292419,0,0,0
SSU72L5,S72L5_HUMAN,194,0.0041760197,0.010653103,0.07239763,0,0,0
ERFL,ERFL_HUMAN,354,0.41802883,0.47143063,0.4951198,32,32,0
SSU72L4,S72L4_HUMAN,194,0.0034175043,0.0072938325,0.063998535,0,0,0
SSU72L3,S72L3_HUMAN,194,0.0026296899,0.00771906,0.061990954,0,0,0
ZNF722,ZN722_HUMAN,384,0.4866312,0.100735284,0.73102415,0,0,187
KANTR,KANTR_HUMAN,76,3.6605826e-07,1.8999174e-07,0.002160142,0,0,0
TLE7,TLE7_HUMAN,441,0.072598144,0.008267684,0.25904804,0,0,0
TAF11L9,TFKL9_HUMAN,198,0.123362206,0.6112193,0.62127054,0,40,51
SSU72L6,S72L6_HUMAN,194,0.00040032336,0.0063469135,0.048220705,0,0,0
IGBP1C,IGB1C_HUMAN,340,0.050559968,0.3203767,0.3736876,0,0,0
FOXL3,FOXL3_HUMAN,233,0.34848988,0.2980166,0.42582282,44,0,0
TAF11L3,TFKL3_HUMAN,198,0.11194338,0.6114795,0.622755,0,40,52
PMIS2,PMIS2_HUMAN,150,0.19858037,0.4794,0.5767981,0,53,55
SCYGR4,SCGR4_HUMAN,105,0.7423527,0.012830814,0.8558508,105,0,105
SCYGR10,SCGRX_HUMAN,105,0.74981344,0.033655055,0.8568963,105,0,105
SCYGR1,SCGR1_HUMAN,88,0.71039045,0.043748632,0.84132975,88,0,88
SCYGR7,SCGR7_HUMAN,96,0.72663265,0.027095716,0.84921473,96,0,96
SMIM44,SMI44_HUMAN,149,0.04639175,0.028869579,0.1636566,0,0,0
SCYGR5,SCGR5_HUMAN,85,0.7046327,0.0293951,0.83814967,85,0,85
TMEM271,TM271_HUMAN,385,0.5644991,0.06571836,0.2665797,59,0,0
SCYGR3,SCGR3_HUMAN,100,0.717488,0.020988464,0.84249896,100,0,100
SCYGR6,SCGR6_HUMAN,105,0.71901095,0.032177143,0.8501069,105,0,105
SCYGR2,SCGR2_HUMAN,120,0.7693884,0.07828383,0.870216,120,0,120
SCYGR8,SCGR8_HUMAN,108,0.74003565,0.030795485,0.85807484,108,0,108
HNRNPA1L3,RA1L3_HUMAN,320,0.9898855,0.8489584,0.91022235,134,197,320
OOSP4B,OSP4B_HUMAN,160,0.00026669828,0.0013881319,0.03179551,0,0,0
TINCR,TINCR_HUMAN,120,0.017083073,0.02907004,0.19533798,0,0,0
CIST1,CIST1_HUMAN,234,0.00011089052,0.0001331783,0.01888286,0,0,0
OOSP4A,OSP4A_HUMAN,184,0.0008905488,1.1199859e-05,0.014517428,0,0,0
OOSP3,OOSP3_HUMAN,193,0.00035204206,1.3819392e-05,0.013289015,0,0,0
MCTS2,MCTS2_HUMAN,181,0.00038022117,0.060521007,0.18958718,0,0,0
RAMACL,RMACL_HUMAN,118,0.9160887,0.18138078,0.8477715,80,0,80
TMEM217B,T217B_HUMAN,170,6.488811e-05,4.6918063e-05,0.011739789,0,0,0
PWWP4,PWWP4_HUMAN,2061,0.748788,0.5781371,0.8476861,413,0,1377
SPDYE21,SPD21_HUMAN,402,0.32662863,0.002455152,0.31015566,60,0,0
SPDYE13,SPD13_HUMAN,265,0.0011239422,0.072652824,0.2777364,0,0,0
SPADH,SPADH_HUMAN,137,0.00014931084,5.4049284e-05,0.06993743,0,0,0
SPDYE9,SPD9_HUMAN,265,0.0014398639,0.07187737,0.28261092,0,0,0
NFILZ,NFILZ_HUMAN,289,0.16777322,0.083213985,0.13674918,0,0,0
TUG1,TUG1_HUMAN,153,0.16451974,0.011988151,0.14559676,0,0,0
RNF228,RN228_HUMAN,345,0.383682,0.28405878,0.35934266,0,0,0
CCNYL1B,CYL1B_HUMAN,285,0.00013230745,0.005978969,0.0345297,0,0,0
FAM90A11,F90AB_HUMAN,464,0.13298479,0.47310013,0.5252697,0,0,0
FAM90A3,F90A3_HUMAN,464,0.14401472,0.4947985,0.54137415,0,0,36
PLSCR5,PLS5_HUMAN,271,0.41138926,0.21552663,0.36446005,0,0,0
TLDC2,TLDC2_HUMAN,215,0.009081622,0.113052085,0.15011133,0,0,0
TMEM82,TMM82_HUMAN,343,0.0072684186,1.338945e-05,0.023602469,0,0,0
ANKRD20A5P,A20A5_HUMAN,165,0.004337906,0.54988563,0.21843076,0,0,0
LNP1,LNP1_HUMAN,178,0.30311367,0.006835832,0.22145037,0,0,0
ARHGEF37,ARH37_HUMAN,675,0.054317825,0.48613185,0.6905113,0,31,102
TSPAN11,TSN11_HUMAN,253,0.0027590187,2.603845e-06,0.00687174,0,0,0
ERICH2,ERIC2_HUMAN,156,0.013054766,0.55260843,0.4781929,0,70,0
C1orf226,CA226_HUMAN,272,0.0137395235,0.13920994,0.21123692,0,0,0
GAGE12B,GG12C_HUMAN,117,0.61568904,0.46717292,0.7213797,85,0,117
NUTM2F,NTM2F_HUMAN,756,0.5222868,0.6202885,0.7858484,38,87,288
ANKRD18B,AN18B_HUMAN,1011,0.5234338,0.9235819,0.5292311,32,457,0
MAGEB16,MAGBG_HUMAN,324,0.0012866415,0.29659462,0.2203058,0,0,0
TTC24,TTC24_HUMAN,582,0.031677455,0.19501552,0.24282196,0,0,0
LINC02872,CI170_HUMAN,121,0.0007059943,9.14225e-06,0.018941537,0,0,0
FAM234B,F234B_HUMAN,622,0.0044259015,0.060321234,0.13448805,0,0,0
TMEM132E-DT,CQ102_HUMAN,167,0.025118276,3.0317602e-05,0.026482522,0,0,0
TMEM89,TMM89_HUMAN,159,0.04631339,6.720681e-05,0.032245398,0,0,0
PRAMEF22,PRA22_HUMAN,481,0.0017936866,0.029698174,0.11555473,0,0,0
PRAMEF27,PRA27_HUMAN,478,0.0047603385,0.05372324,0.14345393,0,0,0
LRRD1,LRRD1_HUMAN,860,0.32345062,0.11172448,0.24756494,0,0,0
GRIFIN,GRIFN_HUMAN,144,0.02745221,0.010080128,0.1963739,0,0,0
SPMIP7,SMIP7_HUMAN,438,0.19146192,0.29097506,0.36881512,0,0,0
CTAGE9,CTGE9_HUMAN,777,0.7104629,0.7389144,0.82651806,79,76,86
SLC35F4,S35F4_HUMAN,521,0.0038999605,0.00021740305,0.048480578,0,0,0
ANKRD34B,AN34B_HUMAN,514,0.06801986,0.67874587,0.29816127,0,95,0
ARHGEF35,ARG35_HUMAN,484,0.38850182,0.32895818,0.43856755,0,0,0
C5orf63,YD286_HUMAN,138,0.00031738856,0.0003613355,0.030773979,0,0,0
ANKRD62,ANR62_HUMAN,917,0.40810332,0.87936467,0.5281035,0,234,0
ARB2BP,ARB2P_HUMAN,362,0.0049480386,0.08570384,0.07909899,0,0,0
KLHL33,KLH33_HUMAN,533,0.0028710463,0.04009027,0.20277372,0,0,0
MAGEA13P,MA13P_HUMAN,341,0.011043523,0.18483773,0.21020737,0,0,0
LINC00862,SIM16_HUMAN,91,1.0479711e-06,2.1060894e-06,0.00338526,0,0,0
C2orf78,CB078_HUMAN,922,0.5280143,0.43240556,0.62320197,41,0,225
TEKTIP1,TKTI1_HUMAN,209,0.77429545,0.096239395,0.633596,123,0,133
LRCOL1,LRCL1_HUMAN,159,0.0036241026,5.708703e-06,0.0634009,0,0,0
ANKRD33B,AN33B_HUMAN,494,0.3516428,0.7842741,0.5580741,0,125,40
IQCA1L,IQCAL_HUMAN,818,0.35501513,0.61088437,0.6330167,0,53,103
TEX52,TEX52_HUMAN,305,0.0029685085,0.022824218,0.1436532,0,0,0
RNF222,RN222_HUMAN,220,0.0017013851,0.0007174061,0.04385545,0,0,0
ASPDH,ASPDH_HUMAN,283,0.12883914,0.0045284103,0.22169626,0,0,0
GAGE12H,GG12H_HUMAN,117,0.59914404,0.4521924,0.71961606,32,0,117
GOLGA6C,GOG6C_HUMAN,693,0.6738394,0.83924896,0.66451734,215,214,163
METTL21EP,MT21E_HUMAN,271,0.0119640585,0.0040163225,0.09295658,0,0,0
sp|A6NDX4|YO011_HUMAN,YO011_HUMAN,124,6.1084675e-06,2.6986382e-07,0.0031642257,0,0,0
FAM90A10,F90AA_HUMAN,464,0.13315828,0.46219605,0.54774624,0,0,36
MBD3L4,MB3L4_HUMAN,208,0.0043475577,0.034873866,0.20189407,0,0,0
FAM186A,F186A_HUMAN,2351,0.9562656,0.7470888,0.8995433,660,495,847
BTBD17,BTBDH_HUMAN,478,0.013961633,0.021640288,0.07657868,0,0,0
MBD3L3,MB3L3_HUMAN,208,0.003048586,0.026502103,0.18301517,0,0,0
PLEKHD1,PLHD1_HUMAN,506,0.53655815,0.36409658,0.25655174,0,0,0
GOLGA6L4,GG6L4_HUMAN,574,0.86314046,0.7935846,0.83345616,318,122,233
TMEM247,TM247_HUMAN,219,0.32584906,0.11546242,0.27585942,42,0,0
ZNF503-AS2,ZNAS2_HUMAN,195,4.736319e-05,4.149423e-06,0.019133542,0,0,0
ARRDC5,ARRD5_HUMAN,342,0.00023512349,0.007949168,0.066284165,0,0,0
FAM86C2P,F86C2_HUMAN,165,0.0022904337,0.005396499,0.037969366,0,0,0
CXorf65,CX065_HUMAN,183,0.00095616316,0.1919821,0.3744841,0,0,0
FAM181B,F181B_HUMAN,426,0.29949287,0.5803989,0.60839736,0,46,150
GAGE12J,GG12J_HUMAN,117,0.6519045,0.5176731,0.7279944,117,44,117
PRR23A,PR23A_HUMAN,266,0.18626988,0.25991327,0.46356162,0,0,38
PRORSD1P,PRXD1_HUMAN,169,0.017851088,0.33406252,0.31898537,0,0,0
POM121B,P121B_HUMAN,834,0.97176206,0.69775784,0.89921105,281,220,699
SPATA31F3,S31F3_HUMAN,338,0.049456824,0.0012222228,0.10310397,0,0,0
SMCO2,SMCO2_HUMAN,343,0.09549098,0.5766073,0.31979543,0,41,0
NAP1L6P,NP1L6_HUMAN,107,0.008881027,0.110339664,0.1600684,0,0,0
FABP12,FBP12_HUMAN,140,0.01824213,0.20737359,0.25183928,0,0,0
ANKUB1,ANKUB_HUMAN,502,0.0037287553,0.25943157,0.24349913,0,0,0
FAM187A,F187A_HUMAN,413,0.0011308913,2.8619517e-05,0.019294279,0,0,0
PGPEP1L,PGPIL_HUMAN,196,0.010089777,0.058715172,0.14548372,0,0,0
NEMP2,NEMP2_HUMAN,417,0.000992464,0.0013782859,0.054133724,0,0,0
FAM24A,FA24A_HUMAN,105,0.002353521,0.009508527,0.07939495,0,0,0
TMEM202,TM202_HUMAN,273,0.00089919445,0.0012939891,0.025680456,0,0,0
TMEM191C,T191C_HUMAN,302,0.51745665,0.20442466,0.13613947,39,0,0
TMEM221,TM221_HUMAN,291,0.46842152,0.0103248935,0.08002421,0,0,0
DCAF8L1,DC8L1_HUMAN,600,0.17097993,0.27955502,0.46411705,0,0,0
LINC03041,CI092_HUMAN,77,0.0069964617,0.00035892363,0.04715661,0,0,0
CCDC160,CC160_HUMAN,325,0.16961834,0.41965556,0.21113844,0,0,0
ANKRD61,ANR61_HUMAN,418,0.02706939,0.5343033,0.29876435,0,0,0
GAGE10,GAG10_HUMAN,116,0.53642386,0.51310927,0.6194314,0,63,116
PRAMEF25,PRA25_HUMAN,478,0.003725551,0.06555121,0.16531828,0,0,0
IGLON5,IGLO5_HUMAN,336,0.00045340654,1.7766686e-05,0.06435673,0,0,0
MROH6,MROH6_HUMAN,719,0.01599801,0.21311203,0.27046385,0,0,0
ERICH4,ERIC4_HUMAN,130,0.3725397,0.009179672,0.15229905,0,0,0
LINC01546,CX028_HUMAN,62,7.848206e-06,2.3245604e-05,0.010122014,0,0,0
STRCP1,STRCL_HUMAN,1772,0.06698994,0.12047277,0.13454196,0,0,0
FRG2C,FRG2C_HUMAN,282,0.12945622,0.029436613,0.28694454,0,0,0
SMIM9,SMIM9_HUMAN,99,0.00096493505,6.9550065e-06,0.010567369,0,0,0
GLTPD2,GLTD2_HUMAN,291,0.0017962737,0.010043031,0.044676468,0,0,0
DNAJC9-AS1,DAS1_HUMAN,148,0.003813418,0.0001819553,0.022930369,0,0,0
DDTL,DDTL_HUMAN,134,0.002473729,0.010418004,0.107999876,0,0,0
NPIPB15,NPB15_HUMAN,443,0.28525263,0.21915671,0.5246894,0,0,36
SPDYE2B,SPE2B_HUMAN,402,0.27846286,0.0025611306,0.29211003,44,0,0
ANKDD1B,AKD1B_HUMAN,528,0.015502399,0.82123435,0.2759141,0,257,0
LRRC14B,LR14B_HUMAN,514,0.15429261,0.27265868,0.15863355,0,0,0
POTEM,POTEM_HUMAN,508,0.72902435,0.77568066,0.70917326,125,181,120
CCDC154,CC154_HUMAN,667,0.48269305,0.21092431,0.19196895,0,0,0
GOLGA6L10,GG6LA_HUMAN,522,0.8437374,0.72658443,0.82406247,265,81,200
CBY3,CBY3_HUMAN,242,0.18055159,0.008360483,0.11917589,0,0,0
RRN3P2,RN3P2_HUMAN,340,0.012436343,0.29751855,0.2227818,0,0,0
FAM90A20,F90AK_HUMAN,464,0.11901051,0.42347556,0.49439153,0,0,0
LRRC10B,LR10B_HUMAN,292,0.27437115,0.042836294,0.30941445,0,0,0
RNF227,RN227_HUMAN,190,0.06252207,0.049091384,0.19732429,0,0,0
LRRIQ4,LRIQ4_HUMAN,560,0.0021964274,0.038333923,0.50117654,0,0,0
SPDYE5,SPDE5_HUMAN,402,0.53684247,0.010043597,0.389482,74,0,0
MBD3L5,MB3L5_HUMAN,208,0.011906522,0.07345681,0.2696036,0,0,0
NPIPB2,NPIB2_HUMAN,397,0.13365957,0.30259085,0.51616716,0,0,60
IGIP,IGIP_HUMAN,53,2.2178376e-06,3.0176777e-06,0.0058041504,0,0,0
SAGE2P,SGE2P_HUMAN,616,0.61017096,0.48814344,0.6377898,41,0,191
SOWAHD,SWAHD_HUMAN,315,0.053598136,0.0822794,0.10338553,0,0,0
C19orf67,CS067_HUMAN,358,0.0033298407,0.069183014,0.09341912,0,0,0
FAM90A8,F90A8_HUMAN,464,0.11905116,0.4225071,0.5426694,0,0,32
NPIPB13,NPB13_HUMAN,1138,0.9296001,0.5333928,0.8537446,822,71,958
SLC9B1P1,SL9P1_HUMAN,282,0.009341495,1.7172486e-05,0.040318824,0,0,0
GLOD5,GLOD5_HUMAN,160,0.0004199611,0.04129351,0.39494824,0,0,0
FAM90A7,F90A7_HUMAN,464,0.12160301,0.4244837,0.5252264,0,0,31
SH2D7,SH2D7_HUMAN,451,0.23316737,0.49649566,0.27731735,0,0,0
TMEM88B,TM88B_HUMAN,163,0.238053,0.0056333044,0.1403034,0,0,0
RPL37AP8,RL37L_HUMAN,93,0.00018869809,0.13347276,0.40946048,0,0,0
TMEM200C,T200C_HUMAN,621,0.45812273,0.26114586,0.35631806,31,0,0
PCP4L1,PC4L1_HUMAN,68,0.042898815,0.44568545,0.49008137,0,34,0
SDR42E2,D42E2_HUMAN,422,0.00024083277,0.1382201,0.15291016,0,0,0
SPDYE3,SPDE3_HUMAN,549,0.88764316,0.2346687,0.82235706,324,0,346
SHISAL2B,SHL2B_HUMAN,160,0.015304449,0.065850124,0.087363005,0,0,0
FAM74A7,F74A7_HUMAN,159,0.28112897,3.885907e-05,0.30685192,0,0,0
C3orf70,CC070_HUMAN,250,0.28337973,0.39766783,0.39245963,0,0,0
TAF11L2,TFKL2_HUMAN,198,0.25817567,0.5700699,0.621023,0,39,54
SMIM23,SIM23_HUMAN,172,0.017829563,0.050620686,0.07821162,0,0,0
VSTM2B,VTM2B_HUMAN,285,0.0396838,0.04747697,0.12573615,0,0,0
TMEM210,TM210_HUMAN,147,0.005640058,0.010389534,0.08829136,0,0,0
LRRC30,LRC30_HUMAN,301,0.00051620294,9.401783e-05,0.074952774,0,0,0
LRRC53,LRC53_HUMAN,1247,0.32523996,0.3291424,0.3894701,0,0,0
TRPC5OS,TR5OS_HUMAN,111,0.1594682,0.3844656,0.32432407,0,0,0
IFITM10,IFM10_HUMAN,228,0.003633095,0.031022403,0.04776553,0,0,0
GOLGA8J,GOG8J_HUMAN,632,0.5545812,0.51152223,0.3987248,51,0,0
CPSF4L,CPS4L_HUMAN,179,0.000224455,0.032025702,0.13877589,0,0,0
INSYN2B,INY2B_HUMAN,535,0.38532966,0.15888923,0.30662447,64,0,0
C2orf81,CB081_HUMAN,582,0.16886881,0.35350114,0.30310553,0,0,0
SRRM3,SRRM3_HUMAN,597,0.76817447,0.4550754,0.7422366,249,0,378
sp|A6NNC1|P12LL_HUMAN,P12LL_HUMAN,897,0.38792554,0.2917955,0.4228117,0,0,0
FAM90A9,F90A9_HUMAN,464,0.12784323,0.47003683,0.54777473,0,0,36
NUTM2B,NTM2B_HUMAN,878,0.42993927,0.670564,0.69893134,0,135,260
C15orf61,CO061_HUMAN,157,0.00021381823,3.542114e-05,0.01833368,0,0,0
C16orf96,CP096_HUMAN,1141,0.6824293,0.6362395,0.7723383,94,209,106
SPDYE16,SPD16_HUMAN,352,0.06576048,0.0069569186,0.34319288,0,0,0
NCBP2L,NCB2L_HUMAN,153,0.29687977,0.49369016,0.702335,0,0,98
FAM177B,F177B_HUMAN,158,0.016640844,0.21017663,0.28595102,0,0,0
ANKRD30BL,A30BL_HUMAN,258,0.01701092,0.7676094,0.46486083,0,134,0
LINC00473,CF176_HUMAN,186,0.021243341,0.0002588835,0.044571742,0,0,0
ZNF850,ZN850_HUMAN,1090,0.7173493,0.40910167,0.82348645,621,0,899
LINC02693,CQ051_HUMAN,221,0.00014234931,1.0771188e-05,0.007431464,0,0,0
NPIPB5,NPIB5_HUMAN,1133,0.93279505,0.4868036,0.88105947,843,65,931
LYRM9,LYRM9_HUMAN,78,0.0058305743,0.007063719,0.102377914,0,0,0
RHPN2P1,RHN2P_HUMAN,583,0.012210463,0.37035707,0.2522077,0,0,0
SYCE1L,SYC1L_HUMAN,242,0.2056169,0.4168175,0.31234407,0,0,0
ZNF891,ZN891_HUMAN,544,0.35674733,0.11560903,0.71037906,0,0,189
CEACAM18,CEA18_HUMAN,384,0.00052860996,9.2396425e-05,0.058576666,0,0,0
RNF212B,R212B_HUMAN,300,0.6650003,0.39603347,0.5156585,89,0,34
CEBPZOS,CEBOS_HUMAN,80,2.032275e-05,0.0024129737,0.04334706,0,0,0
ZNF724,ZN724_HUMAN,619,0.66827786,0.30821592,0.81503135,279,0,436
ADARB2-AS1,ADAS1_HUMAN,147,0.0005935118,0.00015347534,0.034209117,0,0,0
GSG1L2,GS1L2_HUMAN,293,0.0074531147,3.4116187e-05,0.022220384,0,0,0
FABP5P3,FB5L3_HUMAN,101,0.021090245,0.18338798,0.3856942,0,0,0
KRTAP16-1,KR161_HUMAN,517,0.7418861,0.064319246,0.8503171,223,0,390
ZNF705G,Z705G_HUMAN,300,0.04242609,0.094636664,0.4131249,0,0,0
MPTX1,MPTX_HUMAN,137,0.0008750622,5.0695315e-05,0.09940328,0,0,0
sp|A8MVJ9|HPF1L_HUMAN,HPF1L_HUMAN,347,0.16796337,0.4072352,0.30712223,0,0,0
ARHGEF33,ARG33_HUMAN,844,0.5604807,0.6862752,0.52179736,41,142,41
FAM90A22,F90AM_HUMAN,464,0.15707879,0.47134894,0.5073309,0,0,0
sp|A8MWL6|SNG2L_HUMAN,SNG2L_HUMAN,223,0.2530145,0.2497725,0.37687352,0,0,33
TMEM14DP,TM14D_HUMAN,114,0.005470493,0.0010118361,0.0690623,0,0,0
SMIM34,SM34A_HUMAN,139,0.0067935498,1.5669108e-05,0.022187822,0,0,0
FAM90A12,F90AC_HUMAN,464,0.14366905,0.51774,0.55390084,0,0,36
KRTAP29-1,KR291_HUMAN,341,0.5408373,0.05632279,0.76948404,135,0,259
FAM90A5,F90A5_HUMAN,464,0.14631028,0.50489056,0.5504733,0,0,41
IQANK1,IQAK1_HUMAN,560,0.63875586,0.84985256,0.6943545,101,266,100
MAGEB17,MAGBH_HUMAN,336,0.20514409,0.29659742,0.38174343,0,0,0
CDRT15L2,CD15L_HUMAN,281,0.24597697,0.30430648,0.31173488,0,0,0
FAM90A23,F90AN_HUMAN,464,0.10948245,0.41972548,0.5054461,0,0,0
CXorf49,CX049_HUMAN,514,0.26241916,0.05354152,0.32583395,0,0,0
TMCO5B,TMC5B_HUMAN,307,0.14078632,0.17586994,0.09516019,0,0,0
MINDY4B,MIY4B_HUMAN,460,0.009686576,0.13039981,0.1872325,0,0,0
C2orf74,CB074_HUMAN,187,0.30807617,0.39388895,0.39727134,0,0,0
GOLGA6L6,GG6L6_HUMAN,724,0.788296,0.84037656,0.8308338,370,251,480
OOSP1,OOSP1_HUMAN,123,0.00034651562,0.00014481388,0.02080696,0,0,0
UPK3BL1,UPK3L_HUMAN,263,0.00197296,6.7598274e-05,0.022041557,0,0,0
TSPO,TSPOB_HUMAN,102,0.04492853,0.00010531514,0.03628821,0,0,0
SNURFL,SNUFL_HUMAN,121,0.03381459,0.0015975682,0.04559045,0,0,0
NUTM2E,NTM2E_HUMAN,878,0.42944688,0.6682757,0.69078434,0,136,257
IBA57-DT,IBADT_HUMAN,110,3.6550246e-06,3.1489374e-06,0.00461122,0,0,0
WDR64,WDR64_HUMAN,1081,0.004885973,0.5171456,0.29152882,0,0,0
FAM220BP,F220P_HUMAN,271,0.0006473082,9.672329e-05,0.013495857,0,0,0
PRR32,PRR32_HUMAN,298,0.10971673,0.0026700124,0.32641035,0,0,0
MRFAP1L2,MR1L2_HUMAN,119,0.18996888,0.21324348,0.28261617,0,0,0
CENPBD1P,CENP1_HUMAN,187,0.0024696826,0.21065143,0.26390553,0,0,0
CFAP97D1,CF97D_HUMAN,164,0.028026888,0.1777711,0.14759964,0,0,0
TMEM229A,T229A_HUMAN,380,0.27930647,0.00016968687,0.09166883,31,0,0
PATE3,PATE3_HUMAN,98,0.0037186625,0.00014159802,0.039987303,0,0,0
SRRM5,SRRM5_HUMAN,715,0.8012683,0.60212886,0.8362753,552,75,521
NBPF26,NBPFP_HUMAN,902,0.8652009,0.63540184,0.7140881,372,82,285
ZNF736,ZN736_HUMAN,427,0.4196052,0.07417929,0.7471061,0,0,239
ZNF732,ZN732_HUMAN,585,0.6269172,0.37325105,0.8060936,168,0,383
TCP11X1,T11X1_HUMAN,502,0.0043009603,0.49700984,0.24967548,0,0,0
ANKRD66,ANR66_HUMAN,196,0.004347709,0.7270564,0.4470684,0,118,0
SEC14L6,S14L6_HUMAN,397,0.026690489,0.18955831,0.15630336,0,0,0
GGTLC3,GGTL3_HUMAN,225,0.4000597,0.47795135,0.38626808,0,0,0
ERVV-1,ERVV1_HUMAN,477,0.32571042,0.019885873,0.1822801,0,0,0
ERVV-2,ERVV2_HUMAN,535,0.2999074,0.038243175,0.1893208,0,0,0
C2CD4D,C2D4D_HUMAN,353,0.012644011,3.7242095e-05,0.048448656,0,0,0
LINC02881,CJ142_HUMAN,130,0.013649836,0.0006773812,0.11169638,0,0,0
ZNF814,ZN814_HUMAN,855,0.7675164,0.1955852,0.8232501,402,0,618
PPP1R3G,PP13G_HUMAN,358,0.22971407,0.051789045,0.22326612,0,0,0
HNRNPCL3,HNRC3_HUMAN,293,0.56221586,0.77076775,0.77344716,80,147,180
TBC1D3L,TBC3L_HUMAN,549,0.012551812,0.31136078,0.27334753,0,0,0
SCRIB,OSCRI_HUMAN,120,0.59396124,0.10582824,0.49963993,120,0,53
ALG1L2,AG1L2_HUMAN,215,0.00041521163,0.004961384,0.055703502,0,0,0
TEX22,TEX22_HUMAN,150,0.013434693,5.3296953e-05,0.024266008,0,0,0
UMAD1,UMAD1_HUMAN,137,0.00058037083,0.05538584,0.13524838,0,0,0
KRBOX1,KRBX1_HUMAN,128,0.0014434333,0.08060299,0.10485778,0,0,0
NPIPB4,NPIB4_HUMAN,1138,0.92838305,0.48257738,0.87026054,848,65,942
TMEM238,TM238_HUMAN,176,0.4072013,0.16134857,0.38018352,0,0,0
BTBD19,BTBDJ_HUMAN,291,0.004089351,0.10531453,0.12519407,0,0,0
HHLA1,HHLA1_HUMAN,531,0.031975392,0.0060036243,0.084916845,0,0,0
ZNF878,ZN878_HUMAN,531,0.5776753,0.21440515,0.7996218,0,0,390
ANKRD63,ANR63_HUMAN,380,0.5025017,0.64808017,0.34393302,40,0,0
INAFM1,INAM1_HUMAN,142,0.12121787,0.011781323,0.06919888,0,0,0
PRAC2,PRAC2_HUMAN,90,0.00023656947,2.1937849e-05,0.012429499,0,0,0
USP17L23,U17LN_HUMAN,183,0.0030641325,0.0042048814,0.08496733,0,0,0
CFAP99,CFA99_HUMAN,714,0.5339924,0.68348306,0.47568756,0,79,35
GOLGA8K,GOG8K_HUMAN,630,0.54065263,0.51568085,0.40282494,46,0,0
FAM90A26,F90AP_HUMAN,464,0.07550458,0.4698341,0.518866,0,0,31
PRSS46P,PRS46_HUMAN,174,1.6394722e-05,2.1162346e-07,0.020024898,0,0,0
NPIPB11,NPB11_HUMAN,1161,0.92791194,0.47830635,0.87953174,802,47,948
UPK3BL2,UPKL2_HUMAN,263,0.00197296,6.7598274e-05,0.022041557,0,0,0
LINC02906,CH087_HUMAN,101,9.57665e-05,0.00033525866,0.032760583,0,0,0
ANKRD65,ANR65_HUMAN,399,0.40227133,0.6850803,0.50778335,0,89,0
FTCDNL1,FONG_HUMAN,147,3.6368885e-05,0.0011219633,0.034565505,0,0,0
RNF223,RN223_HUMAN,249,0.08255507,0.018516293,0.08089039,0,0,0
PROB1,PROB1_HUMAN,1015,0.5573861,0.5113353,0.54423743,60,0,37
ANHX,ANHX_HUMAN,379,0.19484861,0.12325046,0.15258184,0,0,0
PRR23D1,P23D1_HUMAN,279,0.3919484,0.43158045,0.5089014,0,0,51
NPIPA2,NPIA2_HUMAN,369,0.190275,0.24061723,0.31491002,0,0,0
NPIPB6,NPIB6_HUMAN,425,0.23908076,0.19558957,0.49110073,0,0,65
NPIPA7,NPIA7_HUMAN,369,0.3065498,0.30613086,0.39613688,0,0,0
NPIPA5,NPIA5_HUMAN,350,0.14156833,0.22644861,0.29539168,0,0,0
NPIPB8,NPIB8_HUMAN,432,0.26430959,0.14749978,0.44615632,0,0,0
C11orf98,CK098_HUMAN,123,0.028514037,0.429025,0.4686076,0,0,0
FNDC10,FND10_HUMAN,226,0.001800331,0.00023003381,0.026784858,0,0,0
UBAP1L,UBA1L_HUMAN,381,0.053650837,0.031120002,0.13468811,0,0,0
C3orf80,CC080_HUMAN,247,0.54002076,0.034952413,0.22484937,81,0,0
FAM227A,F227A_HUMAN,570,0.008954154,0.13882926,0.16127117,0,0,0
NPIPB12,NPB12_HUMAN,928,0.92114925,0.45285136,0.8573038,549,0,638
NPIPB9,NPIB9_HUMAN,432,0.26362532,0.14632395,0.44551045,0,0,0
GOLGA8N,GOG8N_HUMAN,632,0.5933283,0.52240974,0.4681746,48,0,0
INS-IGF2,INSR2_HUMAN,200,0.08053571,0.0040014093,0.17669806,0,0,0
NPIPA3,NPIA3_HUMAN,350,0.19910538,0.25125304,0.31786042,0,0,0
LINC01619,CL079_HUMAN,115,1.1923767e-05,1.265032e-05,0.013988649,0,0,0
TSTD3,TSTD3_HUMAN,97,0.004988601,0.26894394,0.27100396,0,0,0
FAM72C,FA72C_HUMAN,149,0.0007330056,0.022192178,0.09355782,0,0,0
PRAMEF26,PRA26_HUMAN,478,0.003725551,0.06555121,0.16531828,0,0,0
GOLGA6L19,GG6LS_HUMAN,550,0.8684536,0.7784591,0.8416828,294,122,228
GOLGA6L22,GG6LV_HUMAN,854,0.80585134,0.8635852,0.8372841,565,455,673
GOLGA8S,GOG8S_HUMAN,638,0.5233529,0.604262,0.42220688,38,0,0
MKRN2OS,MKROS_HUMAN,223,0.0061657997,0.14089087,0.24115661,0,0,0
